dummy2, 'En fin insert here', Denmark, 768, M, 1029, 597, Yellow, 179, 2
dummy1, 'En fin insert here', Germany, 923, XL, 1304, 745, Pink, 13, 2
dummy2, 'En fin insert here', Finland, 675, M, 740, 262, Pink, 200, 2
dummy2, 'En fin insert here', Sweden, 323, S, 462, 535, Green, 17, 2
Cubus, 'En fin insert here', Finland, 777, XL, 1676, 76, Pink, 25, 2
dummy1, 'En fin insert here', Denmark, 1062, XL, 1051, 1046, Green, 193, 1
Cubus, 'En fin insert here', Sweden, 1139, XXL, 317, 893, Yellow, 179, 2
QM, 'En fin insert here', Finland, 227, SX, 2039, 845, Cyan, 149, 3
HM, 'En fin insert here', Sweden, 249, XXL, 1477, 335, Pink, 60, 1
QM, 'En fin insert here', Finland, 1198, XXL, 1066, 262, Yellow, 62, 2
HM, 'En fin insert here', New Zealand, 894, M, 1520, 104, Pink, 171, 1
QM, 'En fin insert here', New Zealand, 1174, M, 1292, 944, Yellow, 61, 1
dummy1, 'En fin insert here', Finland, 585, SX, 1524, 963, Blue, 200, 1
HM, 'En fin insert here', Sweden, 1145, S, 1417, 174, Pink, 44, 1
dummy2, 'En fin insert here', Denmark, 702, L, 1653, 359, Yellow, 52, 3
QM, 'En fin insert here', Denmark, 681, XL, 834, 691, Blue, 82, 2
Cubus, 'En fin insert here', Germany, 370, XXL, 1137, 290, Green, 164, 3
dummy2, 'En fin insert here', Norway, 1002, S, 1158, 571, Green, 152, 1
QM, 'En fin insert here', Sweden, 327, SX, 424, 776, Yellow, 53, 2
dummy1, 'En fin insert here', Sweden, 629, L, 642, 655, Cyan, 73, 1
Cubus, 'En fin insert here', New Zealand, 604, S, 243, 528, Pink, 100, 3
QM, 'En fin insert here', Finland, 414, XXL, 381, 264, Yellow, 67, 3
dummy1, 'En fin insert here', Germany, 212, S, 708, 699, Purple, 161, 1
HM, 'En fin insert here', Sweden, 1129, XXL, 267, 882, Pink, 63, 3
dummy1, 'En fin insert here', Denmark, 665, L, 1526, 1023, Purple, 40, 1
dummy1, 'En fin insert here', Denmark, 1054, S, 2031, 315, Pink, 98, 3
QM, 'En fin insert here', Denmark, 773, SX, 1099, 1050, Pink, 91, 1
dummy1, 'En fin insert here', Sweden, 712, XXL, 1347, 882, Cyan, 124, 3
dummy1, 'En fin insert here', Germany, 556, XXL, 726, 832, Pink, 15, 3
dummy1, 'En fin insert here', New Zealand, 888, L, 1138, 910, Blue, 158, 2
dummy1, 'En fin insert here', Germany, 469, XL, 1481, 685, Blue, 61, 1
dummy2, 'En fin insert here', Norway, 560, XL, 1652, 684, Cyan, 174, 3
Cubus, 'En fin insert here', Germany, 504, XXL, 1071, 466, Green, 136, 2
HM, 'En fin insert here', New Zealand, 264, M, 1982, 170, Cyan, 11, 2
dummy2, 'En fin insert here', Germany, 660, SX, 1753, 502, Pink, 71, 1
dummy1, 'En fin insert here', Sweden, 286, L, 1918, 527, Green, 175, 1
dummy1, 'En fin insert here', Denmark, 320, L, 1559, 1062, Green, 92, 3
Cubus, 'En fin insert here', New Zealand, 968, SX, 2055, 111, Yellow, 112, 3
dummy1, 'En fin insert here', Norway, 757, L, 638, 1012, Cyan, 24, 3
dummy1, 'En fin insert here', Norway, 1099, XXL, 1916, 1049, Blue, 135, 1
dummy1, 'En fin insert here', New Zealand, 828, M, 1759, 701, Pink, 118, 1
HM, 'En fin insert here', Finland, 558, SX, 1683, 831, Pink, 59, 3
dummy1, 'En fin insert here', Norway, 837, XL, 1646, 237, Yellow, 109, 3
dummy2, 'En fin insert here', Sweden, 1046, XL, 1823, 106, Purple, 4, 3
QM, 'En fin insert here', Germany, 418, SX, 1374, 590, Yellow, 168, 3
HM, 'En fin insert here', Norway, 295, M, 896, 641, Cyan, 4, 3
Cubus, 'En fin insert here', Germany, 251, M, 326, 899, Purple, 144, 1
QM, 'En fin insert here', Finland, 232, SX, 985, 402, Purple, 50, 2
QM, 'En fin insert here', New Zealand, 879, M, 1154, 850, Yellow, 169, 1
HM, 'En fin insert here', Sweden, 1171, S, 1336, 167, Purple, 172, 3
dummy1, 'En fin insert here', Germany, 1188, M, 1764, 912, Blue, 126, 1
HM, 'En fin insert here', Denmark, 1083, XL, 2014, 817, Blue, 6, 3
dummy2, 'En fin insert here', Sweden, 632, M, 1185, 244, Cyan, 183, 3
Cubus, 'En fin insert here', Denmark, 561, SX, 160, 1067, Cyan, 43, 1
dummy1, 'En fin insert here', Denmark, 391, XXL, 1182, 260, Cyan, 21, 3
dummy1, 'En fin insert here', Germany, 342, XXL, 1715, 832, Pink, 176, 2
Cubus, 'En fin insert here', Finland, 205, S, 306, 203, Purple, 11, 2
HM, 'En fin insert here', Norway, 236, L, 1160, 480, Green, 132, 1
Cubus, 'En fin insert here', Denmark, 810, L, 1032, 639, Yellow, 128, 3
dummy1, 'En fin insert here', New Zealand, 581, M, 1175, 459, Cyan, 151, 1
dummy1, 'En fin insert here', Germany, 1062, M, 1250, 880, Pink, 66, 1
QM, 'En fin insert here', Denmark, 947, L, 348, 579, Green, 54, 1
dummy1, 'En fin insert here', Norway, 889, XXL, 554, 95, Yellow, 103, 2
Cubus, 'En fin insert here', Denmark, 479, XL, 1735, 162, Yellow, 54, 3
Cubus, 'En fin insert here', Sweden, 419, XXL, 783, 895, Purple, 53, 2
QM, 'En fin insert here', Denmark, 277, XL, 680, 323, Pink, 136, 2
dummy2, 'En fin insert here', Germany, 524, M, 1268, 370, Green, 23, 3
QM, 'En fin insert here', New Zealand, 224, XXL, 276, 1022, Blue, 172, 1
Cubus, 'En fin insert here', Denmark, 781, SX, 1567, 748, Cyan, 169, 3
HM, 'En fin insert here', Sweden, 572, SX, 1613, 311, Yellow, 149, 1
Cubus, 'En fin insert here', New Zealand, 300, SX, 1228, 281, Cyan, 15, 2
Cubus, 'En fin insert here', Norway, 476, XL, 428, 128, Green, 192, 3
Cubus, 'En fin insert here', Sweden, 234, S, 1260, 187, Green, 101, 3
HM, 'En fin insert here', Germany, 480, M, 1670, 731, Blue, 130, 3
dummy2, 'En fin insert here', Germany, 821, XXL, 742, 752, Cyan, 21, 3
dummy1, 'En fin insert here', Finland, 507, XL, 75, 344, Purple, 58, 3
dummy2, 'En fin insert here', Germany, 396, XL, 1236, 404, Pink, 151, 3
Cubus, 'En fin insert here', Finland, 387, S, 134, 1006, Green, 16, 3
QM, 'En fin insert here', Germany, 1033, SX, 330, 559, Blue, 73, 3
dummy2, 'En fin insert here', Finland, 748, L, 1994, 655, Blue, 126, 1
dummy1, 'En fin insert here', Finland, 799, XL, 1165, 729, Purple, 22, 2
QM, 'En fin insert here', Germany, 463, XXL, 1965, 404, Cyan, 19, 2
HM, 'En fin insert here', Germany, 1083, XL, 651, 635, Purple, 45, 2
dummy2, 'En fin insert here', Germany, 905, XL, 1468, 572, Cyan, 51, 2
Cubus, 'En fin insert here', Germany, 814, SX, 1919, 539, Purple, 147, 1
dummy1, 'En fin insert here', Germany, 464, XXL, 258, 443, Purple, 110, 1
QM, 'En fin insert here', Norway, 1092, S, 1957, 663, Blue, 36, 3
QM, 'En fin insert here', Germany, 455, XXL, 993, 868, Cyan, 60, 3
QM, 'En fin insert here', Finland, 1118, SX, 1915, 104, Cyan, 180, 1
dummy2, 'En fin insert here', Sweden, 921, SX, 1720, 1003, Yellow, 77, 2
QM, 'En fin insert here', Sweden, 639, M, 1409, 634, Purple, 88, 3
Cubus, 'En fin insert here', Finland, 917, XXL, 904, 724, Cyan, 168, 2
Cubus, 'En fin insert here', New Zealand, 953, L, 833, 303, Pink, 126, 1
QM, 'En fin insert here', New Zealand, 389, XXL, 1739, 661, Green, 27, 2
dummy2, 'En fin insert here', Sweden, 1047, XXL, 1137, 100, Pink, 30, 3
Cubus, 'En fin insert here', New Zealand, 206, SX, 1414, 750, Cyan, 4, 1
dummy1, 'En fin insert here', Sweden, 421, XXL, 827, 566, Blue, 44, 1
dummy1, 'En fin insert here', New Zealand, 314, S, 482, 839, Purple, 41, 2
HM, 'En fin insert here', Germany, 677, M, 516, 713, Pink, 194, 1
dummy1, 'En fin insert here', New Zealand, 901, S, 1245, 177, Purple, 161, 1
Cubus, 'En fin insert here', Denmark, 267, XL, 544, 554, Blue, 133, 3
dummy1, 'En fin insert here', Sweden, 914, XL, 335, 260, Blue, 45, 1
HM, 'En fin insert here', Germany, 644, L, 641, 681, Yellow, 69, 3
Cubus, 'En fin insert here', Norway, 747, XL, 1759, 766, Pink, 62, 3
QM, 'En fin insert here', Finland, 207, L, 1111, 633, Green, 63, 3
Cubus, 'En fin insert here', Sweden, 624, M, 659, 886, Purple, 9, 3
Cubus, 'En fin insert here', Denmark, 279, XL, 1078, 694, Yellow, 90, 2
dummy1, 'En fin insert here', Sweden, 988, XXL, 1523, 417, Pink, 34, 1
HM, 'En fin insert here', Germany, 646, L, 2056, 945, Blue, 103, 2
HM, 'En fin insert here', Norway, 752, L, 1321, 573, Purple, 3, 1
HM, 'En fin insert here', Germany, 1167, XL, 1379, 303, Yellow, 43, 3
dummy1, 'En fin insert here', Finland, 401, L, 794, 662, Purple, 100, 3
dummy2, 'En fin insert here', Denmark, 763, XL, 969, 581, Blue, 177, 2
HM, 'En fin insert here', Germany, 1099, M, 1695, 858, Yellow, 198, 2
QM, 'En fin insert here', Denmark, 1147, S, 415, 630, Pink, 126, 2
HM, 'En fin insert here', Germany, 687, XL, 79, 712, Purple, 58, 1
Cubus, 'En fin insert here', Sweden, 915, M, 1368, 835, Purple, 55, 3
HM, 'En fin insert here', Finland, 322, XXL, 377, 994, Pink, 34, 1
HM, 'En fin insert here', Sweden, 697, XL, 1495, 209, Purple, 27, 2
dummy2, 'En fin insert here', Germany, 579, M, 1461, 740, Purple, 193, 1
Cubus, 'En fin insert here', Germany, 712, M, 1836, 869, Cyan, 186, 2
dummy1, 'En fin insert here', Denmark, 868, L, 1099, 427, Cyan, 184, 1
dummy2, 'En fin insert here', Denmark, 1150, XL, 1780, 360, Cyan, 35, 3
Cubus, 'En fin insert here', Sweden, 884, M, 226, 530, Cyan, 20, 2
QM, 'En fin insert here', Sweden, 847, L, 1672, 925, Blue, 17, 3
dummy2, 'En fin insert here', Norway, 372, XXL, 521, 170, Purple, 41, 1
Cubus, 'En fin insert here', Sweden, 459, XXL, 1790, 832, Cyan, 194, 2
Cubus, 'En fin insert here', New Zealand, 320, XXL, 114, 1012, Blue, 137, 1
dummy1, 'En fin insert here', Norway, 906, XL, 203, 243, Purple, 68, 2
QM, 'En fin insert here', Norway, 350, L, 1052, 190, Pink, 87, 2
dummy1, 'En fin insert here', Sweden, 887, S, 1851, 360, Yellow, 50, 2
Cubus, 'En fin insert here', Finland, 992, SX, 2029, 1025, Yellow, 85, 2
QM, 'En fin insert here', Denmark, 419, M, 477, 254, Blue, 67, 2
Cubus, 'En fin insert here', Denmark, 1120, SX, 1846, 376, Cyan, 10, 2
HM, 'En fin insert here', Finland, 877, XL, 901, 1041, Purple, 35, 3
Cubus, 'En fin insert here', Denmark, 264, XL, 1438, 757, Green, 64, 3
dummy2, 'En fin insert here', Germany, 683, L, 464, 120, Pink, 166, 2
HM, 'En fin insert here', Sweden, 474, S, 394, 266, Green, 157, 3
QM, 'En fin insert here', Norway, 314, L, 1153, 447, Green, 25, 3
dummy2, 'En fin insert here', Germany, 236, L, 276, 163, Green, 75, 2
dummy1, 'En fin insert here', Sweden, 987, L, 101, 936, Green, 198, 1
HM, 'En fin insert here', New Zealand, 749, XXL, 1484, 884, Yellow, 52, 3
dummy2, 'En fin insert here', Sweden, 1053, L, 1250, 863, Purple, 120, 1
dummy1, 'En fin insert here', Norway, 582, L, 178, 1000, Cyan, 108, 1
dummy1, 'En fin insert here', Germany, 695, XL, 558, 386, Green, 37, 3
dummy2, 'En fin insert here', Denmark, 1007, S, 680, 1062, Pink, 83, 1
HM, 'En fin insert here', New Zealand, 723, XXL, 1944, 155, Green, 29, 1
HM, 'En fin insert here', Germany, 896, S, 861, 497, Green, 113, 2
QM, 'En fin insert here', Norway, 661, S, 1941, 850, Yellow, 181, 3
HM, 'En fin insert here', Sweden, 1088, SX, 821, 909, Purple, 84, 3
dummy2, 'En fin insert here', Denmark, 312, SX, 256, 313, Pink, 146, 3
QM, 'En fin insert here', Sweden, 563, SX, 1776, 184, Cyan, 182, 1
dummy1, 'En fin insert here', New Zealand, 1097, XXL, 1202, 149, Purple, 89, 3
Cubus, 'En fin insert here', Germany, 290, L, 1056, 105, Pink, 187, 1
HM, 'En fin insert here', New Zealand, 1061, XXL, 780, 312, Cyan, 152, 1
dummy2, 'En fin insert here', Sweden, 976, XL, 489, 584, Purple, 16, 3
dummy1, 'En fin insert here', Germany, 1017, M, 954, 759, Pink, 63, 3
dummy1, 'En fin insert here', Sweden, 448, XL, 858, 925, Purple, 47, 3
HM, 'En fin insert here', Denmark, 891, M, 1067, 271, Blue, 161, 3
dummy1, 'En fin insert here', Denmark, 1154, S, 129, 430, Yellow, 129, 2
Cubus, 'En fin insert here', Norway, 605, M, 497, 295, Cyan, 111, 2
QM, 'En fin insert here', Sweden, 636, XXL, 1586, 752, Pink, 139, 2
dummy2, 'En fin insert here', Germany, 843, L, 986, 578, Cyan, 185, 2
dummy2, 'En fin insert here', Sweden, 620, S, 1555, 278, Green, 172, 1
dummy1, 'En fin insert here', Denmark, 896, SX, 236, 912, Pink, 13, 2
Cubus, 'En fin insert here', Norway, 708, XXL, 1714, 684, Pink, 65, 2
HM, 'En fin insert here', Germany, 803, XL, 285, 410, Cyan, 124, 3
QM, 'En fin insert here', Germany, 1156, S, 1418, 996, Pink, 122, 2
dummy1, 'En fin insert here', Finland, 943, XXL, 687, 913, Cyan, 111, 1
dummy2, 'En fin insert here', Norway, 611, SX, 1952, 931, Cyan, 133, 1
Cubus, 'En fin insert here', Denmark, 353, SX, 1993, 976, Purple, 160, 1
QM, 'En fin insert here', Sweden, 222, XXL, 260, 600, Yellow, 186, 3
dummy2, 'En fin insert here', Finland, 912, S, 1321, 625, Pink, 81, 3
Cubus, 'En fin insert here', Denmark, 593, SX, 473, 954, Cyan, 72, 3
QM, 'En fin insert here', Finland, 285, L, 1376, 167, Purple, 95, 1
dummy1, 'En fin insert here', Sweden, 234, SX, 1235, 675, Green, 65, 1
HM, 'En fin insert here', Denmark, 220, SX, 1685, 740, Purple, 12, 3
dummy2, 'En fin insert here', Finland, 716, XXL, 1589, 954, Purple, 43, 2
Cubus, 'En fin insert here', Finland, 432, S, 155, 705, Cyan, 148, 1
HM, 'En fin insert here', Finland, 708, SX, 1221, 319, Blue, 51, 3
QM, 'En fin insert here', New Zealand, 810, S, 1399, 308, Yellow, 131, 2
dummy2, 'En fin insert here', Germany, 1059, S, 1951, 127, Yellow, 177, 1
dummy1, 'En fin insert here', Norway, 319, M, 297, 211, Yellow, 61, 2
Cubus, 'En fin insert here', Finland, 918, M, 1864, 768, Purple, 8, 3
QM, 'En fin insert here', Germany, 507, M, 1423, 804, Pink, 27, 2
QM, 'En fin insert here', Germany, 621, M, 1887, 605, Blue, 173, 2
HM, 'En fin insert here', Finland, 875, XXL, 422, 869, Yellow, 169, 1
dummy2, 'En fin insert here', Norway, 733, XL, 107, 449, Pink, 99, 1
HM, 'En fin insert here', New Zealand, 536, XXL, 430, 997, Blue, 15, 3
HM, 'En fin insert here', Germany, 664, M, 1414, 496, Purple, 47, 3
HM, 'En fin insert here', Finland, 1114, S, 836, 490, Green, 104, 3
HM, 'En fin insert here', Finland, 733, SX, 576, 588, Green, 29, 1
HM, 'En fin insert here', Denmark, 972, XL, 738, 752, Yellow, 48, 2
Cubus, 'En fin insert here', Norway, 414, M, 1396, 244, Pink, 61, 1
QM, 'En fin insert here', Norway, 527, XL, 989, 133, Blue, 136, 1
dummy2, 'En fin insert here', Norway, 677, M, 513, 884, Purple, 128, 3
dummy1, 'En fin insert here', Germany, 266, SX, 660, 629, Green, 82, 2
QM, 'En fin insert here', Germany, 668, S, 620, 669, Purple, 36, 3
Cubus, 'En fin insert here', Norway, 883, XL, 1742, 561, Pink, 51, 3
Cubus, 'En fin insert here', Denmark, 1045, L, 2011, 528, Pink, 184, 1
HM, 'En fin insert here', Norway, 995, SX, 1190, 689, Cyan, 52, 3
dummy2, 'En fin insert here', New Zealand, 1000, XL, 817, 141, Green, 102, 3
Cubus, 'En fin insert here', Sweden, 676, SX, 1100, 629, Cyan, 24, 1
dummy1, 'En fin insert here', New Zealand, 315, S, 326, 940, Cyan, 100, 1
Cubus, 'En fin insert here', New Zealand, 403, XXL, 1905, 499, Pink, 82, 2
QM, 'En fin insert here', Denmark, 1015, XL, 633, 381, Cyan, 23, 1
dummy1, 'En fin insert here', Denmark, 978, M, 1581, 978, Pink, 104, 2
dummy1, 'En fin insert here', New Zealand, 723, XXL, 460, 759, Cyan, 101, 3
dummy1, 'En fin insert here', Denmark, 931, L, 515, 336, Green, 145, 2
dummy2, 'En fin insert here', Sweden, 615, SX, 2031, 853, Blue, 23, 2
QM, 'En fin insert here', Sweden, 512, M, 759, 313, Cyan, 177, 3
dummy2, 'En fin insert here', New Zealand, 1015, S, 230, 1054, Blue, 198, 1
HM, 'En fin insert here', Denmark, 281, XXL, 226, 808, Yellow, 90, 1
dummy2, 'En fin insert here', Germany, 390, XL, 865, 278, Cyan, 81, 2
QM, 'En fin insert here', Denmark, 753, SX, 962, 614, Yellow, 10, 1
dummy1, 'En fin insert here', New Zealand, 378, L, 398, 234, Pink, 162, 2
QM, 'En fin insert here', Norway, 249, XL, 426, 185, Pink, 63, 1
Cubus, 'En fin insert here', New Zealand, 939, M, 851, 1042, Blue, 3, 1
QM, 'En fin insert here', Sweden, 968, L, 761, 992, Yellow, 179, 2
dummy1, 'En fin insert here', Denmark, 228, XL, 248, 1013, Green, 180, 3
HM, 'En fin insert here', Denmark, 704, S, 555, 618, Blue, 173, 2
Cubus, 'En fin insert here', Germany, 277, XL, 1418, 220, Green, 17, 2
QM, 'En fin insert here', Germany, 582, S, 1284, 340, Blue, 196, 2
QM, 'En fin insert here', Germany, 743, M, 687, 73, Yellow, 9, 3
dummy2, 'En fin insert here', Sweden, 493, SX, 2034, 853, Yellow, 145, 2
HM, 'En fin insert here', Finland, 765, L, 1648, 1020, Blue, 52, 3
dummy2, 'En fin insert here', Germany, 900, XL, 697, 341, Pink, 92, 3
dummy2, 'En fin insert here', Finland, 1022, M, 1171, 380, Yellow, 91, 3
dummy2, 'En fin insert here', Germany, 264, XL, 639, 128, Pink, 81, 1
HM, 'En fin insert here', Germany, 1113, XL, 1264, 530, Pink, 80, 1
HM, 'En fin insert here', Sweden, 313, L, 1149, 938, Cyan, 143, 1
dummy2, 'En fin insert here', Denmark, 1014, XL, 463, 863, Green, 7, 2
Cubus, 'En fin insert here', Germany, 566, XL, 1567, 302, Blue, 86, 3
dummy2, 'En fin insert here', Finland, 1157, XL, 799, 371, Pink, 12, 1
dummy2, 'En fin insert here', Denmark, 655, SX, 429, 236, Blue, 74, 1
QM, 'En fin insert here', Norway, 1006, L, 1432, 372, Blue, 158, 1
QM, 'En fin insert here', Denmark, 360, L, 1472, 659, Cyan, 28, 1
Cubus, 'En fin insert here', Finland, 508, SX, 1644, 831, Cyan, 181, 1
HM, 'En fin insert here', Norway, 414, XXL, 1805, 657, Purple, 169, 1
Cubus, 'En fin insert here', New Zealand, 706, L, 830, 908, Pink, 149, 2
QM, 'En fin insert here', Denmark, 897, SX, 1667, 901, Blue, 169, 2
HM, 'En fin insert here', Sweden, 839, XXL, 1250, 301, Cyan, 139, 3
dummy2, 'En fin insert here', New Zealand, 272, S, 1152, 177, Green, 25, 3
dummy2, 'En fin insert here', Germany, 1061, S, 1019, 343, Green, 37, 1
HM, 'En fin insert here', Denmark, 242, M, 277, 180, Green, 108, 2
dummy1, 'En fin insert here', New Zealand, 993, L, 867, 738, Cyan, 23, 2
dummy2, 'En fin insert here', New Zealand, 594, S, 1236, 369, Blue, 12, 1
Cubus, 'En fin insert here', Denmark, 310, SX, 1168, 460, Cyan, 21, 3
HM, 'En fin insert here', Finland, 631, L, 1980, 759, Yellow, 164, 3
Cubus, 'En fin insert here', Norway, 610, XXL, 988, 840, Purple, 101, 3
HM, 'En fin insert here', Sweden, 797, S, 1174, 1003, Blue, 187, 2
dummy1, 'En fin insert here', New Zealand, 975, S, 387, 805, Green, 191, 2
Cubus, 'En fin insert here', Denmark, 985, XL, 579, 728, Green, 1, 1
dummy1, 'En fin insert here', Finland, 497, XL, 1154, 897, Yellow, 142, 1
HM, 'En fin insert here', Finland, 887, XXL, 1283, 158, Blue, 34, 2
Cubus, 'En fin insert here', Denmark, 551, L, 1746, 237, Pink, 44, 2
HM, 'En fin insert here', Germany, 573, XL, 2030, 249, Pink, 191, 1
dummy1, 'En fin insert here', Germany, 610, SX, 737, 845, Blue, 15, 3
Cubus, 'En fin insert here', Finland, 1077, SX, 504, 370, Blue, 65, 1
dummy2, 'En fin insert here', Norway, 861, XXL, 1141, 471, Cyan, 107, 2
dummy1, 'En fin insert here', Denmark, 410, L, 1546, 571, Cyan, 141, 1
QM, 'En fin insert here', Germany, 508, L, 550, 599, Yellow, 21, 2
QM, 'En fin insert here', Denmark, 329, SX, 1183, 290, Pink, 99, 2
dummy1, 'En fin insert here', Norway, 745, L, 1523, 1032, Blue, 50, 2
dummy1, 'En fin insert here', Denmark, 1010, XXL, 1828, 687, Pink, 4, 3
dummy2, 'En fin insert here', Norway, 599, S, 549, 1012, Purple, 177, 3
dummy2, 'En fin insert here', Norway, 440, SX, 2015, 875, Purple, 24, 2
QM, 'En fin insert here', Finland, 1184, XXL, 280, 572, Cyan, 82, 2
QM, 'En fin insert here', Denmark, 744, SX, 1797, 557, Green, 190, 2
HM, 'En fin insert here', Norway, 570, XXL, 163, 823, Cyan, 123, 3
Cubus, 'En fin insert here', New Zealand, 308, XXL, 420, 162, Pink, 123, 1
dummy2, 'En fin insert here', Denmark, 210, XXL, 912, 1058, Cyan, 197, 3
dummy2, 'En fin insert here', New Zealand, 628, S, 620, 520, Green, 4, 3
Cubus, 'En fin insert here', Germany, 545, L, 1696, 184, Blue, 155, 1
dummy1, 'En fin insert here', New Zealand, 543, XXL, 1505, 186, Green, 33, 2
HM, 'En fin insert here', Norway, 411, M, 652, 752, Pink, 74, 1
dummy1, 'En fin insert here', Sweden, 376, SX, 1309, 326, Green, 162, 3
HM, 'En fin insert here', Sweden, 855, S, 1375, 306, Green, 185, 3
dummy2, 'En fin insert here', New Zealand, 384, XL, 2034, 943, Blue, 189, 1
Cubus, 'En fin insert here', Finland, 974, M, 991, 492, Purple, 164, 1
QM, 'En fin insert here', Norway, 817, XL, 1478, 697, Blue, 3, 2
HM, 'En fin insert here', Finland, 1014, XXL, 129, 617, Cyan, 62, 2
